Facility ID,Score,Footnote,hosp_name,state,zipcode,hosp_type,hosp_ownership,hosp_emergency_services,hosp_rating,hosp_rating_fn
050742,1.17,,OLYMPIA MEDICAL CENTER,CA,90036,Acute Care Hospitals,Proprietary,No,2,
050744,1.13,,ANAHEIM GLOBAL MEDICAL CENTER,CA,92805,Acute Care Hospitals,Proprietary,No,2,
050745,1.12,,CHAPMAN GLOBAL MEDICAL CENTER,CA,92869,Acute Care Hospitals,Proprietary,Yes,2,
050746,1.14,,ORANGE COUNTY GLOBAL MEDICAL CENTER,CA,92705,Acute Care Hospitals,Proprietary,Yes,2,
050747,1.28,,SOUTH COAST GLOBAL MEDICAL CENTER,CA,92704,Acute Care Hospitals,Proprietary,Yes,2,
050748,0.94,,KAISER FOUNDATION HOSPITAL MANTECA,CA,95337,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,17.0
050755,1.10,,SHERMAN OAKS HOSPITAL,CA,91403,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050757,1.03,,ALVARADO HOSPITAL MEDICAL CENTER,CA,92120,Acute Care Hospitals,Proprietary,Yes,5,
050758,0.99,,MONTCLAIR HOSPITAL MEDICAL CENTER,CA,91763,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050760,0.78,,KAISER FOUNDATION HOSPITAL - ANTIOCH,CA,94531,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,17.0
050761,1.03,,PROVIDENCE TARZANA MEDICAL CENTER,CA,91356,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
050763,1.42,,"L A DOWNTOWN MEDICAL CENTER, LLC",CA,90026,Acute Care Hospitals,Proprietary,No,5,
050764,0.92,,SHASTA REGIONAL MEDICAL CENTER,CA,96001,Acute Care Hospitals,Proprietary,Yes,3,
050765,Not Available,1.0,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,CA,92555,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,17.0
050766,0.90,,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,CA,95991,Acute Care Hospitals,Physician,No,Not Available,16.0
050767,0.95,,KAISER FOUNDATION HOSPITAL - VACAVILLE,CA,95688,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,17.0
050769,0.93,,HOAG ORTHOPEDIC INSTITUTE,CA,92618,Acute Care Hospitals,Proprietary,No,Not Available,16.0
050770,0.96,,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,CA,92563,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
050771,1.19,,COAST PLAZA HOSPITAL,CA,90650,Acute Care Hospitals,Proprietary,Yes,3,
050772,0.79,,KAISER FOUNDATION HOSPITAL - ROSEVILLE,CA,95661,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,17.0
050775,0.95,,TEMECULA VALLEY HOSPITAL,CA,92592,Acute Care Hospitals,Proprietary,Yes,5,
050776,1.19,,COLLEGE MEDICAL CENTER,CA,90806,Acute Care Hospitals,Proprietary,Yes,2,
050777,0.92,,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,CA,94577,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,17.0
050778,Not Available,1.0,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,CA,92354,Acute Care Hospitals,Voluntary non-profit - Church,No,3,
050779,0.98,,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",CA,90059,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
050780,1.34,,FOOTHILL REGIONAL MEDICAL CENTER,CA,92780,Acute Care Hospitals,Proprietary,No,Not Available,16.0
050782,1.06,,CASA COLINA HOSPITAL,CA,91767,Acute Care Hospitals,Voluntary non-profit - Private,No,5,
050783,0.86,,COLUSA MEDICAL CENTER,CA,95932,Acute Care Hospitals,Proprietary,Yes,Not Available,16.0
050784,Not Available,5.0,ADVENTIST HEALTH TULARE,CA,93274,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,5.0
050785,Not Available,5.0,DOCS SURGICAL HOSPITAL,CA,90036,Acute Care Hospitals,Physician,No,Not Available,5.0
060001,1.00,,NORTH COLORADO MEDICAL CENTER,CO,80631,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
060003,1.03,,LONGMONT UNITED HOSPITAL,CO,80501,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
060004,0.97,,PLATTE VALLEY MEDICAL CENTER,CO,80601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
060006,0.96,,MONTROSE MEMORIAL HOSPITAL,CO,81401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
060008,1.03,,SAN LUIS VALLEY HEALTH,CO,81101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
060009,0.96,,LUTHERAN MEDICAL CENTER,CO,80033,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
060010,0.92,,POUDRE VALLEY HOSPITAL,CO,80524,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
060011,0.95,,DENVER HEALTH & HOSPITAL AUTHORITY,CO,80204,Acute Care Hospitals,Government - State,Yes,3,
060012,0.99,,"ST MARY CORWIN MED CTR, CENTURA HEALTH",CO,81004,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
060013,0.96,,MERCY REGIONAL MEDICAL CENTER,CO,81301,Acute Care Hospitals,Voluntary non-profit - Church,Yes,5,
060014,1.06,,PRESBYTERIAN ST LUKE'S MEDICAL CENTER,CO,80218,Acute Care Hospitals,Government - State,Yes,3,
060015,1.00,,CENTURA HEALTH-ST ANTHONY HOSPITAL,CO,80228,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
060020,1.02,,"PARKVIEW MEDICAL CENTER, INC",CO,81003,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
060022,1.01,,UCH-MEMORIAL HEALTH SYSTEM,CO,80909,Acute Care Hospitals,Government - Local,Yes,4,
060023,1.02,,ST MARYS MEDICAL CENTER,CO,81502,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
060024,0.98,,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,CO,80045,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
060027,0.98,,BOULDER COMMUNITY HEALTH,CO,80303,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
060028,0.95,,SAINT JOSEPH HOSPITAL,CO,80218,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
060030,1.02,,MCKEE MEDICAL CENTER,CO,80538,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
060031,0.99,,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,CO,80907,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
060032,0.96,,ROSE MEDICAL CENTER,CO,80220,Acute Care Hospitals,Proprietary,Yes,5,
060034,1.03,,HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,CO,80113,Acute Care Hospitals,Proprietary,Yes,4,
060044,0.96,,COLORADO PLAINS MEDICAL CENTER,CO,80701,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
060049,0.86,,UCHEALTH YAMPA VALLEY MEDICAL CENTER,CO,80487,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
060054,0.94,,COMMUNITY HOSPITAL,CO,81505,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
060064,0.97,,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,CO,80210,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
060065,0.99,,NORTH SUBURBAN MEDICAL CENTER,CO,80229,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
060071,0.93,,DELTA COUNTY MEMORIAL HOSPITAL,CO,81416,Acute Care Hospitals,Government - Local,Yes,4,
060075,1.02,,VALLEY VIEW HOSPITAL ASSOCIATION,CO,81601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
060076,1.04,,STERLING REGIONAL MEDCENTER,CO,80751,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
060096,0.88,,VAIL HEALTH HOSPITAL,CO,81657,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
060100,1.01,,AURORA SOUTH HOSPITAL AND MEDICAL CENTER,CO,80012,Acute Care Hospitals,Proprietary,Yes,5,
060103,0.98,,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,CO,80027,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
060104,0.96,,CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS,CO,80023,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
060107,Not Available,5.0,NATIONAL JEWISH HEALTH,CO,80206,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,16.0
060112,0.97,,SKY RIDGE MEDICAL CENTER,CO,80124,Acute Care Hospitals,Voluntary non-profit - Other,Yes,5,
060113,0.98,,"LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH",CO,80122,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
060114,1.00,,PARKER ADVENTIST HOSPITAL,CO,80138,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
060116,0.97,,GOOD SAMARITAN MEDICAL CENTER LLC,CO,80026,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
060117,0.97,,"ANIMAS SURGICAL HOSPITAL, LLC",CO,81301,Acute Care Hospitals,Physician,Yes,Not Available,16.0
060118,0.88,,ST. ANTHONY SUMMIT MEDICAL CENTER,CO,80443,Acute Care Hospitals,Voluntary non-profit - Church,No,Not Available,16.0
060119,1.00,,MEDICAL CENTER OF THE ROCKIES,CO,80538,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
060124,0.89,,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,CO,80228,Acute Care Hospitals,Proprietary,Yes,Not Available,16.0
060125,0.97,,CASTLE ROCK ADVENTIST HOSPITAL,CO,80109,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
060126,1.05,,BANNER FORT COLLINS MEDICAL CENTER,CO,80528,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Not Available,16.0
060128,0.93,,LONGS PEAK HOSPITAL,CO,80504,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,16.0
060129,Not Available,1.0,UCHEALTH BROOMFIELD HOSPITAL,CO,80021,Acute Care Hospitals,Proprietary,Yes,Not Available,16.0
060130,1.00,,UCHEALTH GRANDVIEW HOSPITAL,CO,80918,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,16.0
060131,Not Available,5.0,UCHEALTH GREELEY HOSPITAL,CO,80634,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,5.0
060132,Not Available,5.0,UCHEALTH HIGHLANDS RANCH HOSPITAL,CO,80129,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,5.0
070002,1.01,,ST FRANCIS HOSPITAL & MEDICAL CENTER,CT,06105,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
070003,1.10,,DAY KIMBALL HOSPITAL,CT,06260,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
070004,0.91,,SHARON HOSPITAL,CT,06069,Acute Care Hospitals,Proprietary,Yes,5,
070005,0.98,,WATERBURY HOSPITAL,CT,06721,Acute Care Hospitals,Proprietary,Yes,1,
070006,1.03,,STAMFORD HOSPITAL,CT,06904,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
070007,0.99,,LAWRENCE & MEMORIAL HOSPITAL,CT,06320,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
070008,1.02,,JOHNSON MEMORIAL HOSPITAL,CT,06076,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
070010,1.00,,BRIDGEPORT HOSPITAL,CT,06610,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
070011,0.98,,CHARLOTTE HUNGERFORD HOSPITAL,CT,06790,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
070012,0.98,,ROCKVILLE GENERAL HOSPITAL,CT,06066,Acute Care Hospitals,Proprietary,Yes,2,
070016,1.02,,SAINT MARY'S HOSPITAL,CT,06706,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
070017,0.98,,MIDSTATE MEDICAL CENTER,CT,06450,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
070018,1.01,,GREENWICH HOSPITAL ASSOCIATION -,CT,06830,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
070020,0.98,,MIDDLESEX HOSPITAL,CT,06457,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
070021,0.93,,WINDHAM COMMUNITY MEMORIAL HOSPITAL,CT,06226,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
070022,1.01,,YALE-NEW HAVEN HOSPITAL,CT,06504,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
070024,1.03,,WILLIAM W BACKUS HOSPITAL,CT,06360,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
070025,0.99,,HARTFORD HOSPITAL,CT,06102,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
070027,0.98,,MANCHESTER MEMORIAL HOSPITAL,CT,06040,Acute Care Hospitals,Proprietary,Yes,2,
070028,1.04,,ST. VINCENT'S MEDICAL CENTER,CT,06606,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,
070029,1.02,,BRISTOL HOSPITAL,CT,06010,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
070031,1.01,,GRIFFIN HOSPITAL,CT,06418,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
070033,1.02,,DANBURY HOSPITAL,CT,06810,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
070034,0.99,,NORWALK HOSPITAL,CT,06856,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
070035,1.04,,THE HOSPITAL OF CENTRAL CONNECTICUT,CT,06050,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
070036,0.99,,JOHN DEMPSEY HOSPITAL,CT,06032,Acute Care Hospitals,Government - Local,Yes,3,
070038,Not Available,1.0,THE CONNECTICUT HOSPICE INC.,CT,06405,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,16.0
070039,1.08,,MASONICARE HEALTH CENTER HOSPITAL,CT,06492,Acute Care Hospitals,Voluntary non-profit - Private,No,4,
070040,Not Available,19.0,HEBREW HOME AND HOSPITAL INC,CT,06117,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,19.0
080001,1.02,,CHRISTIANA HOSPITAL,DE,19718,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
080003,1.01,,ST FRANCIS HOSPITAL,DE,19805,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
080004,1.02,,"BAYHEALTH HOSPITAL, KENT CAMPUS",DE,19901,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
080006,1.02,,NANTICOKE MEMORIAL HOSPITAL,DE,19973,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
080007,0.98,,BEEBE MEDICAL CENTER,DE,19958,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
080009,1.00,,"BAYHEALTH HOSPITAL, SUSSEX CAMPUS",DE,19963,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
090001,1.01,,GEORGE WASHINGTON UNIV HOSPITAL,DC,20037,Acute Care Hospitals,Proprietary,Yes,1,
090003,0.95,,HOWARD UNIVERSITY HOSPITAL,DC,20060,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1,
090004,1.02,,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,DC,20007,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
090005,0.95,,SIBLEY MEMORIAL HOSPITAL,DC,20016,Acute Care Hospitals,Voluntary non-profit - Other,Yes,5,
090008,1.04,,UNITED MEDICAL CENTER,DC,20032,Acute Care Hospitals,Proprietary,Yes,2,
090011,1.01,,MEDSTAR WASHINGTON HOSPITAL CENTER,DC,20010,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1,
100001,0.99,,SHANDS JACKSONVILLE,FL,32209,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
100002,1.08,,BETHESDA  HOSPITAL INC,FL,33435,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
100006,1.01,,ORLANDO HEALTH,FL,32806,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
100007,1.02,,ADVENTHEALTH ORLANDO,FL,32803,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
100008,1.03,,BAPTIST HOSPITAL OF MIAMI,FL,33176,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
100012,1.02,,LEE MEMORIAL HOSPITAL,FL,33901,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
100014,1.00,,ADVENTHEALTH NEW SMYRNA BEACH,FL,32170,Acute Care Hospitals,Voluntary non-profit - Church,Yes,1,
100017,1.05,,HALIFAX HEALTH MEDICAL CENTER,FL,32114,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1,
100018,1.03,,NAPLES COMMUNITY HOSPITAL,FL,34102,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
100019,1.06,,HOLMES REGIONAL MEDICAL CENTER,FL,32901,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
100022,1.05,,JACKSON HEALTH SYSTEM,FL,33136,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1,
100023,0.99,,CITRUS MEMORIAL HOSPITAL,FL,34452,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
100025,1.00,,SACRED HEART HOSPITAL,FL,32504,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
100026,1.08,,ASCENSION SACRED HEART BAY,FL,32401,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
100028,1.01,,PARRISH MEDICAL CENTER,FL,32796,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1,
100029,1.15,,NORTH SHORE MEDICAL CENTER,FL,33150,Acute Care Hospitals,Proprietary,Yes,1,
100030,0.99,,HEALTH CENTRAL,FL,34761,Acute Care Hospitals,Government - State,Yes,4,
100032,1.09,,BAYFRONT HEALTH - ST PETERSBURG,FL,33701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
100034,1.06,,MOUNT SINAI MEDICAL CENTER,FL,33140,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
100035,1.07,,MANATEE MEMORIAL HOSPITAL,FL,34208,Acute Care Hospitals,Proprietary,Yes,1,
100038,1.06,,MEMORIAL REGIONAL HOSPITAL,FL,33021,Acute Care Hospitals,Government - Hospital District or Authority,No,4,
100039,1.08,,BROWARD HEALTH MEDICAL CENTER,FL,33316,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
100040,0.99,,ASCENSION ST VINCENT'S RIVERSIDE,FL,32204,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
100043,1.03,,MEASE DUNEDIN HOSPITAL,FL,34698,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
100044,1.04,,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,FL,34995,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
100045,1.00,,ADVENTHEALTH DELAND,FL,32720,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,
100046,0.99,,FLORIDA HOSPITAL ZEPHYRHILLS,FL,33541,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
100047,1.00,,BAYFRONT HEALTH PUNTA GORDA,FL,33950,Acute Care Hospitals,Proprietary,Yes,1,
100048,0.97,,JAY HOSPITAL,FL,32565,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
100049,1.03,,HIGHLANDS REGIONAL MEDICAL CENTER,FL,33870,Acute Care Hospitals,Proprietary,Yes,2,
100050,1.19,,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,33012,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
100051,0.95,,ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,34711,Acute Care Hospitals,Government - Hospital District or Authority,No,4,
100052,1.03,,WINTER HAVEN HOSPITAL,FL,33881,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
100053,1.22,,HIALEAH HOSPITAL,FL,33013,Acute Care Hospitals,Proprietary,Yes,2,
100054,0.95,,TWIN CITIES HOSPITAL,FL,32578,Acute Care Hospitals,Proprietary,Yes,4,
100055,1.02,,ADVENTHEALTH NORTH PINELLAS,FL,34689,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
100057,0.95,,ADVENTHEALTH WATERMAN,FL,32778,Acute Care Hospitals,Voluntary non-profit - Church,No,3,
100062,1.05,,ADVENTHEALTH OCALA,FL,34474,Acute Care Hospitals,Government - Hospital District or Authority,Yes,2,
100063,1.10,,MORTON PLANT NORTH BAY HOSPITAL,FL,34652,Acute Care Hospitals,Voluntary non-profit - Private,No,3,
100067,1.05,,ST ANTHONYS HOSPITAL,FL,33705,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,
100068,1.03,,ADVENTHEALTH DAYTONA BEACH,FL,32117,Acute Care Hospitals,Voluntary non-profit - Church,No,4,
100069,0.99,,FLORIDA HOSPITAL CARROLLWOOD,FL,33614,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
100070,1.08,,VENICE REGIONAL BAYFRONT HEALTH,FL,34285,Acute Care Hospitals,Proprietary,Yes,2,
100071,1.07,,BAYFRONT HEALTH BROOKSVILLE,FL,34601,Acute Care Hospitals,Voluntary non-profit - Church,Yes,1,
100072,1.02,,ADVENTHEALTH FISH MEMORIAL,FL,32763,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
100073,1.03,,HOLY CROSS HOSPITAL,FL,33308,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
100075,1.03,,ST JOSEPHS HOSPITAL,FL,33677,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
100077,1.03,,BAYFRONT HEALTH PORT CHARLOTTE,FL,33952,Acute Care Hospitals,Proprietary,Yes,1,
100080,1.02,,JFK MEDICAL CENTER,FL,33462,Acute Care Hospitals,Proprietary,Yes,1,
100081,1.07,,HEALTHMARK REGIONAL MEDICAL CENTER,FL,32435,Acute Care Hospitals,Proprietary,Yes,4,
100084,1.00,,UF HEALTH LEESBURG HOSPITAL,FL,34748,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
100086,1.09,,BROWARD HEALTH NORTH,FL,33064,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1,
100087,1.04,,SARASOTA MEMORIAL HOSPITAL,FL,34239,Acute Care Hospitals,Government - Hospital District or Authority,Yes,5,
100088,1.02,,BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,FL,32207,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
100090,0.98,,FLAGLER HOSPITAL,FL,32086,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
100092,1.00,,STEWARD ROCKLEDGE HOSPITAL,FL,32955,Acute Care Hospitals,Proprietary,Yes,2,
100093,0.95,,BAPTIST HOSPITAL,FL,32501,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
100099,1.03,,ADVENTHEALTH LAKE WALES,FL,33853,Acute Care Hospitals,Proprietary,Yes,1,
100102,1.06,,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,FL,32055,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
100105,1.05,,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,FL,32960,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
100106,1.03,,DOCTORS MEMORIAL HOSPITAL INC,FL,32348,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
100107,0.91,,LEHIGH REGIONAL MEDICAL CENTER,FL,33936,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
100109,1.00,,ADVENTHEALTH SEBRING,FL,33871,Acute Care Hospitals,Voluntary non-profit - Church,No,4,
100110,1.01,,OSCEOLA REGIONAL MEDICAL CENTER,FL,34741,Acute Care Hospitals,Proprietary,Yes,2,
100113,1.02,,UF HEALTH SHANDS HOSPITAL,FL,32610,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
100117,1.02,,BAPTIST MEDICAL CENTER  BEACHES,FL,32250,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
100118,0.98,,FLORIDA HOSPITAL FLAGLER,FL,32164,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
100121,1.01,,BARTOW REGIONAL MEDICAL CENTER,FL,33831,Acute Care Hospitals,Proprietary,Yes,3,
100122,1.01,,NORTH OKALOOSA MEDICAL CENTER,FL,32539,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
100124,0.99,,SANTA ROSA MEDICAL CENTER,FL,32570,Acute Care Hospitals,Proprietary,Yes,3,
100125,1.02,,HOMESTEAD HOSPITAL,FL,33033,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
100126,1.07,,PALMS OF PASADENA HOSPITAL,FL,33707,Acute Care Hospitals,Proprietary,Yes,3,
100127,1.03,,MORTON PLANT HOSPITAL,FL,33756,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
100128,1.00,,TAMPA GENERAL HOSPITAL,FL,33606,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
100130,0.96,,LAKESIDE MEDICAL CENTER,FL,33430,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
100131,1.04,,AVENTURA HOSPITAL AND MEDICAL CENTER,FL,33180,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
100132,1.08,,SOUTH FLORIDA BAPTIST HOSPITAL,FL,33563,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
100134,0.91,,ED FRASER MEMORIAL HOSPITAL,FL,32063,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
100135,1.05,,TALLAHASSEE MEMORIAL HEALTHCARE,FL,32308,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
100137,1.00,,ADVENTHEALTH HEART OF FLORIDA,FL,33837,Acute Care Hospitals,Proprietary,Yes,2,
100140,0.96,,BAPTIST MEDICAL CENTER - NASSAU,FL,32034,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
100142,1.07,,JACKSON HOSPITAL,FL,32446,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
100150,0.99,,LOWER KEYS MEDICAL CENTER,FL,33040,Acute Care Hospitals,Proprietary,Yes,3,
100151,0.97,,MAYO CLINIC FLORIDA,FL,32224,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
100154,1.08,,SOUTH MIAMI HOSPITAL,FL,33143,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
100156,1.02,,LAKE CITY MEDICAL CENTER,FL,32055,Acute Care Hospitals,Proprietary,Yes,3,
100157,1.00,,LAKELAND REGIONAL MEDICAL CENTER,FL,33805,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
100161,0.97,,CENTRAL FLORIDA REGIONAL HOSPITAL,FL,32771,Acute Care Hospitals,Proprietary,Yes,2,
100166,1.04,,DOCTORS HOSPITAL OF SARASOTA,FL,34233,Acute Care Hospitals,Proprietary,Yes,4,
100167,1.04,,PLANTATION GENERAL HOSPITAL,FL,33317,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
100168,1.05,,BOCA RATON REGIONAL HOSPITAL,FL,33486,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
100173,1.08,,ADVENTHEALTH TAMPA,FL,33613,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
100175,0.98,,DESOTO MEMORIAL HOSPITAL,FL,34265,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
